Home,QBRating,1stD,Rsh1stD,Pass1stD,PenaltyYds,SkYds,Sk,Int,PassTD,PassYds,PassCmp,RushY/A,RushTD,TOP,Temperature
1,2.2,1,0.5,0.8,73.94,3,0.5,0.04,0.05,12.7,-2.1,0.1,-0.2,29.5,84
