y,x,class
13.673411186198125,13.67341118619813,no_correction
14.737930655831228,14.737930655831224,no_correction
16.28412250554129,16.284122505541287,no_correction
15.715959005879299,15.71595900587929,no_correction
15.389859323518879,15.389859323518879,no_correction
15.587704903940134,15.587704903940136,no_correction
14.584991494095071,14.584991494095073,no_correction
15.336470385949857,15.336470385949854,no_correction
16.58965949920505,16.589659499205048,no_correction
15.174849828530443,15.174849828530443,no_correction
15.792513698427136,15.792513698427143,no_correction
14.439489538216055,14.439489538216053,no_correction
15.414438628148604,15.414438628148618,no_correction
15.319723965991452,15.319723965991455,no_correction
14.684642881240531,14.684642881240533,no_correction
16.04428070595386,16.044280705953877,no_correction
15.782602407619654,15.782602407619654,no_correction
15.226492460044833,15.226492460044838,no_correction
15.695900845199265,15.695900845199265,no_correction
15.62150629802709,15.621506298027086,no_correction
15.147414925357543,15.147414925357543,no_correction
15.968341788536145,15.968341788536142,no_correction
14.401423340302944,14.401423340302937,no_correction
15.316724019338121,15.316724019338116,no_correction
15.128898369454536,15.128898369454538,no_correction
14.681629235735855,14.681629235735851,no_correction
14.702094630732054,14.70209463073205,no_correction
13.968843775557525,13.968843775557529,no_correction
14.642665699596249,14.642665699596249,no_correction
14.66511262344154,14.665112623441532,no_correction
13.454138249829269,13.45413824982928,no_correction
16.36077171952257,16.360771719522585,no_correction
14.723138631247913,14.723138631247902,no_correction
15.453967320003578,15.45396732000357,no_correction
16.779488292377973,16.779488292377984,no_correction
15.359515835129471,15.359515835129475,no_correction
14.942821883895245,14.942821883895242,no_correction
14.873942540110315,14.873942540110319,no_correction
16.224534979887796,16.22453497988779,no_correction
15.34013190596975,15.340131905969733,no_correction
13.286164770263127,13.286164770263113,no_correction
13.433964472954774,13.433964472954779,no_correction
14.345137391603183,14.34513739160317,no_correction
15.348503581669029,15.348503581669018,no_correction
14.838829602999832,14.838829602999837,no_correction
14.747594191427963,14.74759419142797,no_correction
14.907152526179278,14.907152526179276,no_correction
15.625648121553382,15.62564812155337,no_correction
15.843878736879887,15.843878736879892,no_correction
13.838983359575867,13.838983359575865,no_correction
14.818523304247112,14.818523304247117,no_correction
13.38200620847746,13.382006208477463,no_correction
15.150357227710867,15.150357227710858,no_correction
13.999669851294055,13.999669851294055,no_correction
15.12433436956462,15.124334369564629,no_correction
15.803480253738947,15.803480253738945,no_correction
16.054338883543807,16.054338883543803,no_correction
13.676860070742613,13.676860070742618,no_correction
15.681922036328782,15.68192203632879,no_correction
15.879830792147713,15.879830792147718,no_correction
14.619558249908113,14.619558249908117,no_correction
15.940831900372945,15.940831900372952,no_correction
14.46958415980726,14.469584159807255,no_correction
13.940191695388664,13.940191695388663,no_correction
14.635848821769969,14.635848821769969,no_correction
14.514070934104387,14.514070934104378,no_correction
15.305330074876577,15.305330074876567,no_correction
15.176706638020383,15.176706638020388,no_correction
15.278787054483542,15.278787054483539,no_correction
14.549296942028898,14.549296942028898,no_correction
14.956146711082031,14.956146711082036,no_correction
16.730416231076564,16.730416231076575,no_correction
13.418003404158494,13.418003404158487,no_correction
15.474542005214122,15.474542005214118,no_correction
14.299791233228067,14.299791233228062,no_correction
14.697056685562371,14.697056685562362,no_correction
15.859771511949138,15.85977151194915,no_correction
14.654767539758396,14.654767539758401,no_correction
15.299634506731373,15.299634506731378,no_correction
14.472689197664158,14.472689197664153,no_correction
15.23004513847838,15.230045138478381,no_correction
14.936435139608886,14.936435139608879,no_correction
14.324958405590955,14.324958405590962,no_correction
15.614144793332615,15.614144793332612,no_correction
14.933296198246381,14.93329619824638,no_correction
15.938544675164575,15.938544675164572,no_correction
15.130653522582923,15.130653522582929,no_correction
14.50729551816053,14.50729551816053,no_correction
15.088899939956322,15.088899939956313,no_correction
13.99022228762094,13.990222287620936,no_correction
14.375997801331653,14.375997801331662,no_correction
13.49651452210473,13.496514522104727,no_correction
14.711976237376115,14.71197623737613,no_correction
15.111931311309712,15.111931311309718,no_correction
14.920421712977438,14.920421712977433,no_correction
15.754434336290064,15.75443433629008,no_correction
14.651349038296848,14.651349038296846,no_correction
15.588928433679078,15.588928433679069,no_correction
14.205772906834994,14.205772906834996,no_correction
14.871628647269977,14.871628647269974,no_correction
16.04140735280254,16.041407352802537,no_correction
14.69642470398534,14.696424703985336,no_correction
14.121676064065001,14.121676064065008,no_correction
16.648501250292412,16.648501250292416,no_correction
14.299568640263683,14.299568640263683,no_correction
15.11860995124768,15.118609951247679,no_correction
15.949710546066207,15.949710546066212,no_correction
15.993033792487843,15.993033792487836,no_correction
15.028519915147045,15.028519915147047,no_correction
15.792722632337748,15.792722632337759,no_correction
13.904291581320914,13.904291581320921,no_correction
15.427274516512423,15.427274516512426,no_correction
16.12115150317297,16.121151503172978,no_correction
14.637261164643514,14.63726116464352,no_correction
14.613564391403674,14.613564391403665,no_correction
15.136650117922642,15.136650117922636,no_correction
13.796566018556895,13.7965660185569,no_correction
14.711100650398134,14.71110065039812,no_correction
15.82830316094466,15.828303160944671,no_correction
15.863175734629495,15.863175734629499,no_correction
14.122802171764697,14.122802171764702,no_correction
13.828848558000375,13.82884855800037,no_correction
15.562445439757393,15.562445439757383,no_correction
16.489135011501745,16.489135011501745,no_correction
14.605470648244976,14.605470648244973,no_correction
15.492677626166644,15.492677626166651,no_correction
14.631550779904252,14.631550779904256,no_correction
14.782084950683734,14.782084950683725,no_correction
15.10319228188751,15.103192281887496,no_correction
14.469563420197986,14.469563420197986,no_correction
15.74805048634296,15.748050486342947,no_correction
15.340965250547411,15.340965250547423,no_correction
13.51963627826447,13.51963627826448,no_correction
15.165357066309584,15.16535706630958,no_correction
13.423831796659938,13.423831796659941,no_correction
15.964099627841362,15.964099627841364,no_correction
15.525291558780626,15.525291558780621,no_correction
15.678785480232825,15.678785480232822,no_correction
13.862777100350943,13.862777100350932,no_correction
14.552738626847571,14.55273862684756,no_correction
16.13189744844059,16.13189744844058,no_correction
14.99685949515083,14.996859495150828,no_correction
15.931892003854282,15.931892003854287,no_correction
15.413449950206214,15.413449950206216,no_correction
14.4931484336336,14.493148433633598,no_correction
14.309030418349765,14.309030418349762,no_correction
14.708623015923317,14.708623015923303,no_correction
15.382176326396266,15.382176326396268,no_correction
14.214069451287925,14.214069451287918,no_correction
15.813875385850494,15.8138753858505,no_correction
14.352216982853042,14.352216982853035,no_correction
16.125002824281875,16.125002824281893,no_correction
13.677181366563104,13.677181366563099,no_correction
15.072919612029578,15.072919612029573,no_correction
15.582217851757822,15.582217851757827,no_correction
15.02446354351524,15.024463543515246,no_correction
15.065031902888071,15.065031902888075,no_correction
13.84727870928334,13.84727870928335,no_correction
14.428116779143986,14.428116779143972,no_correction
15.071126267978425,15.071126267978423,no_correction
16.193484304568393,16.1934843045684,no_correction
13.38393999861742,13.383939998617425,no_correction
16.24807352954301,16.248073529543003,no_correction
14.413246265208938,14.413246265208937,no_correction
15.365703421287952,15.365703421287952,no_correction
15.015424741830394,15.015424741830394,no_correction
16.29021665827685,16.290216658276847,no_correction
16.80388245610886,16.803882456108855,no_correction
13.993016356080833,13.99301635608082,no_correction
15.29721779234086,15.29721779234085,no_correction
15.422789341421778,15.42278934142177,no_correction
14.364727199436313,14.364727199436292,no_correction
14.656794996024843,14.656794996024846,no_correction
14.89130003550106,14.891300035501054,no_correction
15.675783533314656,15.675783533314654,no_correction
14.645932519517668,14.645932519517677,no_correction
15.222598969323869,15.222598969323878,no_correction
14.985086819594413,14.985086819594402,no_correction
14.584457165964261,14.584457165964272,no_correction
14.557404658246387,14.557404658246398,no_correction
14.395847959185334,14.395847959185328,no_correction
16.058482877932885,16.058482877932878,no_correction
16.07261189921849,16.072611899218483,no_correction
14.24376865910238,14.243768659102374,no_correction
15.100969413173608,15.100969413173608,no_correction
15.88196273318644,15.881962733186443,no_correction
14.321275080513304,14.32127508051331,no_correction
15.88957845417243,15.889578454172433,no_correction
14.699622633178555,14.699622633178544,no_correction
15.004627110286995,15.004627110286997,no_correction
14.89774796874885,14.89774796874885,no_correction
12.983929879105936,12.983929879105936,no_correction
15.093750458773805,15.093750458773805,no_correction
14.386259475728933,14.386259475728933,no_correction
14.490279900941362,14.49027990094136,no_correction
15.484682034085573,15.484682034085564,no_correction
15.245087764771025,15.24508776477103,no_correction
15.53245427650157,15.532454276501563,no_correction
15.154211211547443,15.154211211547441,no_correction
15.163685808940803,15.1636858089408,no_correction
14.907040888673109,14.907040888673109,no_correction
14.9196637229629,14.9196637229629,no_correction
14.985605448917381,14.985605448917381,no_correction
14.06203832735684,14.062038327356829,no_correction
14.278709520826778,14.27870952082676,no_correction
15.154574767328343,15.15457476732834,no_correction
14.391102815431202,14.391102815431202,no_correction
15.978083967527803,15.978083967527802,no_correction
14.130193762330952,14.130193762330956,no_correction
15.57787102063917,15.577871020639181,no_correction
14.209382547259864,14.209382547259866,no_correction
15.385000742938413,15.385000742938404,no_correction
15.296490711366024,15.29649071136603,no_correction
16.657848045730425,16.657848045730425,no_correction
14.70736427573585,14.707364275735838,no_correction
15.663582353933172,15.66358235393319,no_correction
14.724628366584785,14.724628366584797,no_correction
13.692866170962862,13.692866170962862,no_correction
14.17538757626828,14.175387576268273,no_correction
