y,x,class
6.138166510689747,6.100131753442044,no_correction
6.572990663414478,6.715335252704977,no_correction
6.618243281758456,6.706047643877455,no_correction
6.689410003497727,6.74864494837061,no_correction
6.473165565560929,6.546032749620364,no_correction
6.411628875765733,6.494307133364897,no_correction
5.916579709012476,5.913791716369832,no_correction
6.4279423249271535,6.60936649449765,no_correction
6.7459095043127935,6.929784484251026,no_correction
6.409028691486696,6.400562612460396,no_correction
6.421424757408756,6.481880559292333,no_correction
6.303125230859268,6.291544909772191,no_correction
6.185347746968984,6.2429634628433694,no_correction
6.194401515835715,6.26120005988091,no_correction
6.08980885790844,6.300783982364431,no_correction
6.5161095012608135,6.539554114689016,no_correction
6.510485299163454,6.520372459232544,no_correction
6.513220258993943,6.6491785585550485,no_correction
6.5067610478819065,6.510609646282583,no_correction
6.493209318656925,6.6368466441950735,no_correction
6.4469452964316885,6.672966150242671,no_correction
6.610869806300538,6.532968493002813,no_correction
5.940881571908601,5.829823819570292,no_correction
6.3077795470515206,6.370681090853518,no_correction
6.243724846420582,6.259347440060336,no_correction
6.244999427744887,6.470898915431582,no_correction
6.319657787287179,6.386238889491722,no_correction
5.871147951588329,5.9299368545258835,no_correction
6.082166305569357,6.195997701548754,no_correction
6.396746721807119,6.369772361968621,no_correction
5.991115707524062,5.992373123807367,no_correction
6.468194183148553,6.315590903320592,no_correction
6.259756300176696,6.227209577689534,no_correction
6.134475554122705,6.223314410853593,no_correction
6.761173188201831,6.860684919325294,no_correction
6.541910629550598,6.4971581474837485,no_correction
6.033505367696369,6.115327365350077,no_correction
6.158618989531251,5.982170416498151,no_correction
6.606103042956256,6.805276813699922,no_correction
6.346960646798091,6.326831291768592,no_correction
5.931017869789863,6.043943774822698,no_correction
5.840130589006926,5.878556277100699,no_correction
5.972094696076257,5.99816808665204,no_correction
6.223775298883065,6.277456086461001,no_correction
6.289042388619965,6.365212839929653,no_correction
6.448762822815877,6.569566147658043,no_correction
6.1844635085390305,6.157999333281693,no_correction
6.371320599393512,6.433525482607781,no_correction
6.581451707357666,6.53433364560044,no_correction
5.618031399204632,5.679203901037052,no_correction
6.231558660159463,6.399513873858386,no_correction
5.545079497901873,5.601827258503601,no_correction
6.225688512368545,6.489192533758174,no_correction
6.127003439477959,6.104956196206792,no_correction
6.239228337878838,6.185561243305295,no_correction
6.251104111569856,6.2947605287836,no_correction
6.370839103398791,6.468383855792779,no_correction
5.902538773142259,5.987246556922819,no_correction
6.659119205710631,6.697251264930122,no_correction
6.363194270612758,6.309381683513808,no_correction
6.239350982583665,6.374322604466655,no_correction
6.32728319974683,6.353482273041758,no_correction
6.0729119312299975,6.125787695390491,no_correction
6.201716812873659,6.470748463741547,no_correction
5.851693249023193,5.979586783850809,no_correction
6.366883502545852,6.476505271611929,no_correction
6.366850816013829,6.346901418516419,no_correction
6.41365041224622,6.55562448224309,no_correction
6.358280110852938,6.496239102405093,no_correction
6.299318188479538,6.491848562334447,no_correction
